LINKNO,subw_4,subw_5,subw_6,subw_7,Subw_8
13326,251,67,20,9,1
12654,8,3,1,1,1
12430,13,6,2,1,1
11534,10,4,2,1,1
10414,387,67,20,9,1
8622,344,67,20,9,1
7278,323,83,1,1,1
7054,527,101,2,1,1
6830,526,131,20,9,1
6606,251,67,20,9,1
5710,249,103,27,9,1
4142,10,4,2,1,1
3918,536,137,20,9,1
2126,494,3,1,1,1
1902,246,101,2,1,1
1454,249,103,27,9,1
558,305,83,1,1,1
334,249,103,27,9,1
110,391,67,20,9,1
408239,8,3,1,1,1
408015,8,3,1,1,1
407791,8,3,1,1,1
407567,8,3,1,1,1
407343,8,3,1,1,1
407119,8,3,1,1,1
406895,8,3,1,1,1
418094,9,3,1,1,1
406447,10,4,2,1,1
406223,10,4,2,1,1
405999,10,4,2,1,1
405775,10,4,2,1,1
405551,10,4,2,1,1
405327,10,4,2,1,1
405103,10,4,2,1,1
404879,10,4,2,1,1
404655,10,4,2,1,1
404431,10,4,2,1,1
404207,10,4,2,1,1
403983,10,4,2,1,1
403759,10,4,2,1,1
403535,10,4,2,1,1
403311,10,4,2,1,1
403087,11,5,2,1,1
402863,11,5,2,1,1
402639,11,5,2,1,1
402415,11,5,2,1,1
402191,11,5,2,1,1
415182,11,5,2,1,1
401743,12,5,2,1,1
401519,12,5,2,1,1
401295,12,5,2,1,1
401071,13,6,2,1,1
414510,13,6,2,1,1
394799,146,56,20,9,1
394575,154,60,20,9,1
394351,154,60,20,9,1
394127,154,60,20,9,1
393903,154,60,20,9,1
420560,154,60,20,9,1
389423,253,104,2,1,1
389199,253,104,2,1,1
388975,253,104,2,1,1
388751,253,104,2,1,1
402864,253,104,2,1,1
384495,305,83,1,1,1
402190,305,83,1,1,1
383823,344,67,20,9,1
383599,344,67,20,9,1
383151,344,67,20,9,1
382927,344,67,20,9,1
382703,217,67,20,9,1
393904,217,67,20,9,1
396366,344,67,20,9,1
381807,246,101,2,1,1
381135,246,101,2,1,1
380687,323,83,1,1,1
380463,246,101,2,1,1
380239,323,83,1,1,1
379791,246,101,2,1,1
379343,323,83,1,1,1
379119,246,101,2,1,1
378895,323,83,1,1,1
378671,246,101,2,1,1
378447,323,83,1,1,1
378223,246,101,2,1,1
389424,246,101,2,1,1
393678,323,83,1,1,1
377775,251,67,20,9,1
377551,251,67,20,9,1
377327,251,67,20,9,1
377103,251,67,20,9,1
376879,251,67,20,9,1
376431,251,67,20,9,1
375759,251,67,20,9,1
375087,251,67,20,9,1
374415,251,67,20,9,1
373967,251,67,20,9,1
373071,391,67,20,9,1
390542,391,67,20,9,1
371951,298,122,2,1,1
371055,298,122,2,1,1
370159,298,122,2,1,1
369935,298,122,2,1,1
369487,298,122,2,1,1
368591,298,122,2,1,1
368143,298,122,2,1,1
367695,298,122,2,1,1
367023,298,122,2,1,1
367024,298,122,2,1,1
365231,8,3,1,1,1
379342,8,3,1,1,1
377550,387,67,20,9,1
363439,335,131,20,9,1
361647,335,131,20,9,1
361423,335,131,20,9,1
363664,402,131,20,9,1
152207,154,60,20,9,1
362542,546,3,1,1,1
360751,351,137,20,9,1
360527,351,137,20,9,1
360303,351,137,20,9,1
360079,351,137,20,9,1
359855,351,137,20,9,1
359631,351,137,20,9,1
359407,351,137,20,9,1
358959,351,137,20,9,1
358735,494,3,1,1,1
358287,351,137,20,9,1
357839,351,137,20,9,1
357391,351,137,20,9,1
355375,494,3,1,1,1
354255,351,137,20,9,1
353359,494,3,1,1,1
353135,10,4,2,1,1
352911,10,4,2,1,1
351567,351,137,20,9,1
350895,351,137,20,9,1
350671,494,3,1,1,1
350223,351,137,20,9,1
349551,494,3,1,1,1
349552,251,67,20,9,1
346864,10,4,2,1,1
42224,10,4,2,1,1
357390,351,137,20,9,1
185582,494,3,1,1,1
345519,526,131,20,9,1
343951,526,131,20,9,1
342831,526,131,20,9,1
342383,526,131,20,9,1
341487,526,131,20,9,1
340815,217,67,20,9,1
340367,546,3,1,1,1
338351,298,122,2,1,1
337903,526,131,20,9,1
337231,546,3,1,1,1
337007,217,67,20,9,1
336783,526,131,20,9,1
336335,298,122,2,1,1
336111,526,131,20,9,1
335439,251,67,20,9,1
335215,217,67,20,9,1
334991,546,3,1,1,1
334543,251,67,20,9,1
333199,526,131,20,9,1
332751,298,122,2,1,1
332527,526,131,20,9,1
332079,298,122,2,1,1
331855,217,67,20,9,1
331407,546,3,1,1,1
330959,298,122,2,1,1
330735,546,3,1,1,1
330063,527,101,2,1,1
329839,251,67,20,9,1
329391,494,3,1,1,1
329167,217,67,20,9,1
328943,251,67,20,9,1
328271,494,3,1,1,1
328047,251,67,20,9,1
327375,251,67,20,9,1
326479,217,67,20,9,1
320208,527,101,2,1,1
184015,8,3,1,1,1
335888,546,3,1,1,1
329390,251,67,20,9,1
327822,494,3,1,1,1
325134,298,122,2,1,1
325806,526,131,20,9,1
321326,217,67,20,9,1
283022,251,67,20,9,1
325583,272,10,2,1,1
325359,272,10,2,1,1
325135,272,10,2,1,1
324911,272,10,2,1,1
324687,272,10,2,1,1
324463,272,10,2,1,1
324239,272,10,2,1,1
323791,272,10,2,1,1
323567,272,10,2,1,1
322671,272,10,2,1,1
321327,527,101,2,1,1
320655,272,10,2,1,1
319087,10,4,2,1,1
317967,272,10,2,1,1
315503,526,131,20,9,1
313263,164,67,20,9,1
312815,527,101,2,1,1
312591,494,3,1,1,1
311919,10,4,2,1,1
311695,246,101,2,1,1
311247,494,3,1,1,1
310799,164,67,20,9,1
306319,246,101,2,1,1
306095,526,131,20,9,1
305871,217,67,20,9,1
305647,164,67,20,9,1
304751,527,101,2,1,1
303631,527,101,2,1,1
303407,146,56,20,9,1
301839,323,83,1,1,1
300495,217,67,20,9,1
298927,272,10,2,1,1
296911,527,101,2,1,1
296463,217,67,20,9,1
296239,10,4,2,1,1
293775,494,3,1,1,1
293551,272,10,2,1,1
292879,217,67,20,9,1
292655,272,10,2,1,1
291087,10,4,2,1,1
290863,494,3,1,1,1
290639,526,131,20,9,1
290415,526,131,20,9,1
288847,11,5,2,1,1
288175,246,101,2,1,1
287503,323,83,1,1,1
287279,164,67,20,9,1
286831,351,137,20,9,1
285935,494,3,1,1,1
285711,494,3,1,1,1
285487,546,3,1,1,1
285263,10,4,2,1,1
284367,246,101,2,1,1
284143,527,101,2,1,1
283695,494,3,1,1,1
283471,546,3,1,1,1
283247,10,4,2,1,1
282799,10,4,2,1,1
282575,217,67,20,9,1
281679,146,56,20,9,1
279215,164,67,20,9,1
278767,494,3,1,1,1
278319,154,60,20,9,1
278095,494,3,1,1,1
277871,10,4,2,1,1
277423,10,4,2,1,1
275855,10,4,2,1,1
290864,10,4,2,1,1
291088,272,10,2,1,1
285936,298,122,2,1,1
288848,253,104,2,1,1
268912,10,4,2,1,1
253456,298,122,2,1,1
244496,10,4,2,1,1
27440,305,83,1,1,1
37520,323,83,1,1,1
58128,526,131,20,9,1
241136,323,83,1,1,1
244272,526,131,20,9,1
43792,10,4,2,1,1
19376,253,104,2,1,1
232848,272,10,2,1,1
37072,526,131,20,9,1
35504,494,3,1,1,1
14896,526,131,20,9,1
25648,526,131,20,9,1
18928,526,131,20,9,1
17360,154,60,20,9,1
12656,10,4,2,1,1
9968,246,101,2,1,1
10192,10,4,2,1,1
1904,154,60,20,9,1
1232,10,4,2,1,1
1008,335,131,20,9,1
262638,10,4,2,1,1
270030,527,101,2,1,1
267118,298,122,2,1,1
265326,272,10,2,1,1
252558,12,5,2,1,1
260398,272,10,2,1,1
250990,527,101,2,1,1
257038,164,67,20,9,1
243822,251,67,20,9,1
107630,351,137,20,9,1
189614,164,67,20,9,1
234190,217,67,20,9,1
136526,246,101,2,1,1
230158,272,10,2,1,1
211566,494,3,1,1,1
141454,10,4,2,1,1
142126,527,101,2,1,1
185358,546,3,1,1,1
214478,217,67,20,9,1
166766,217,67,20,9,1
163406,10,4,2,1,1
207086,11,5,2,1,1
183790,246,101,2,1,1
169230,351,137,20,9,1
177742,13,6,2,1,1
193198,10,4,2,1,1
174830,494,3,1,1,1
187374,494,3,1,1,1
178414,10,4,2,1,1
188942,494,3,1,1,1
197006,323,83,1,1,1
188494,217,67,20,9,1
191854,217,67,20,9,1
198574,546,3,1,1,1
198126,146,56,20,9,1
199918,323,83,1,1,1
201934,526,131,20,9,1
203278,494,3,1,1,1
273615,610,122,2,1,1
273167,610,122,2,1,1
272943,610,122,2,1,1
272495,610,122,2,1,1
272271,610,122,2,1,1
271823,8,3,1,1,1
271375,146,56,20,9,1
271151,527,101,2,1,1
270703,351,137,20,9,1
270479,527,101,2,1,1
269583,323,83,1,1,1
269359,351,137,20,9,1
268687,251,67,20,9,1
268239,351,137,20,9,1
268015,351,137,20,9,1
267119,527,101,2,1,1
265999,546,3,1,1,1
265775,610,122,2,1,1
264655,10,4,2,1,1
263535,272,10,2,1,1
263087,546,3,1,1,1
262415,610,122,2,1,1
260847,8,3,1,1,1
260623,8,3,1,1,1
260399,298,122,2,1,1
259727,351,137,20,9,1
259279,323,83,1,1,1
258159,272,10,2,1,1
256815,10,4,2,1,1
256367,8,3,1,1,1
256143,610,122,2,1,1
253679,251,67,20,9,1
252783,8,3,1,1,1
252559,146,56,20,9,1
252111,10,4,2,1,1
251663,164,67,20,9,1
250991,298,122,2,1,1
250767,217,67,20,9,1
250319,10,4,2,1,1
249423,272,10,2,1,1
249199,246,101,2,1,1
248303,526,131,20,9,1
248079,527,101,2,1,1
247631,546,3,1,1,1
247183,10,4,2,1,1
246511,8,3,1,1,1
245615,344,67,20,9,1
243375,272,10,2,1,1
243151,323,83,1,1,1
242255,8,3,1,1,1
240239,164,67,20,9,1
239567,351,137,20,9,1
237103,246,101,2,1,1
236879,494,3,1,1,1
236207,10,4,2,1,1
235311,164,67,20,9,1
235087,546,3,1,1,1
233743,298,122,2,1,1
233295,323,83,1,1,1
233071,272,10,2,1,1
232623,494,3,1,1,1
232399,249,103,27,9,1
231727,323,83,1,1,1
230607,305,83,1,1,1
229711,272,10,2,1,1
229487,249,103,27,9,1
229039,527,101,2,1,1
227919,146,56,20,9,1
227471,10,4,2,1,1
226799,610,122,2,1,1
226351,11,5,2,1,1
225679,526,131,20,9,1
225231,272,10,2,1,1
225007,164,67,20,9,1
224335,610,122,2,1,1
223215,154,60,20,9,1
222991,391,67,20,9,1
222543,8,3,1,1,1
221871,272,10,2,1,1
221423,351,137,20,9,1
220975,610,122,2,1,1
220751,164,67,20,9,1
220079,610,122,2,1,1
219631,526,131,20,9,1
218511,272,10,2,1,1
218063,298,122,2,1,1
217167,546,3,1,1,1
216719,527,101,2,1,1
216271,305,83,1,1,1
216047,246,101,2,1,1
215151,164,67,20,9,1
214479,298,122,2,1,1
214255,8,3,1,1,1
213359,356,75,1,1,1
212687,272,10,2,1,1
212463,351,137,20,9,1
209551,323,83,1,1,1
208207,154,60,20,9,1
207535,298,122,2,1,1
207311,251,67,20,9,1
206863,526,131,20,9,1
205967,298,122,2,1,1
202831,298,122,2,1,1
202607,527,101,2,1,1
200367,351,137,20,9,1
197679,298,122,2,1,1
197007,246,101,2,1,1
195887,610,122,2,1,1
195663,246,101,2,1,1
195439,526,131,20,9,1
194095,8,3,1,1,1
193871,10,4,2,1,1
192975,10,4,2,1,1
191855,610,122,2,1,1
190959,272,10,2,1,1
188271,154,60,20,9,1
187599,272,10,2,1,1
185583,164,67,20,9,1
184239,323,83,1,1,1
183791,246,101,2,1,1
183343,527,101,2,1,1
182895,217,67,20,9,1
182447,246,101,2,1,1
181551,323,83,1,1,1
180655,8,3,1,1,1
180431,164,67,20,9,1
178863,494,3,1,1,1
178639,494,3,1,1,1
178415,298,122,2,1,1
178191,351,137,20,9,1
177743,351,137,20,9,1
177295,164,67,20,9,1
176623,409,122,2,1,1
176399,164,67,20,9,1
175951,323,83,1,1,1
175727,344,67,20,9,1
175279,251,67,20,9,1
173935,526,131,20,9,1
173711,154,60,20,9,1
173487,351,137,20,9,1
172143,494,3,1,1,1
171919,298,122,2,1,1
171695,154,60,20,9,1
170799,164,67,20,9,1
170127,546,3,1,1,1
169903,272,10,2,1,1
169679,323,83,1,1,1
169231,272,10,2,1,1
167439,305,83,1,1,1
166319,526,131,20,9,1
166095,154,60,20,9,1
165199,610,122,2,1,1
163855,217,67,20,9,1
163631,251,67,20,9,1
162287,8,3,1,1,1
159599,610,122,2,1,1
159151,305,83,1,1,1
157583,11,5,2,1,1
157359,246,101,2,1,1
156911,10,4,2,1,1
156687,409,122,2,1,1
155791,546,3,1,1,1
153775,253,104,2,1,1
153551,351,137,20,9,1
152431,12,5,2,1,1
151983,351,137,20,9,1
150639,272,10,2,1,1
149071,10,4,2,1,1
148847,527,101,2,1,1
147727,10,4,2,1,1
147503,272,10,2,1,1
146607,272,10,2,1,1
146159,164,67,20,9,1
145935,610,122,2,1,1
145711,154,60,20,9,1
144591,323,83,1,1,1
144367,272,10,2,1,1
143919,546,3,1,1,1
143695,10,4,2,1,1
143471,164,67,20,9,1
142127,527,101,2,1,1
141231,251,67,20,9,1
140783,272,10,2,1,1
140559,272,10,2,1,1
139663,10,4,2,1,1
139439,154,60,20,9,1
138543,356,75,1,1,1
138319,351,137,20,9,1
138095,251,67,20,9,1
137871,8,3,1,1,1
136975,298,122,2,1,1
135855,351,137,20,9,1
135183,10,4,2,1,1
134287,610,122,2,1,1
134063,526,131,20,9,1
133839,351,137,20,9,1
133615,251,67,20,9,1
132719,298,122,2,1,1
132495,154,60,20,9,1
132271,154,60,20,9,1
131599,10,4,2,1,1
131375,351,137,20,9,1
131151,164,67,20,9,1
130927,251,67,20,9,1
130255,8,3,1,1,1
130031,8,3,1,1,1
129807,526,131,20,9,1
129359,7,3,1,1,1
129135,154,60,20,9,1
128463,356,75,1,1,1
128239,527,101,2,1,1
128015,154,60,20,9,1
127791,251,67,20,9,1
125775,246,101,2,1,1
125551,272,10,2,1,1
125327,164,67,20,9,1
124431,253,104,2,1,1
124207,272,10,2,1,1
123535,164,67,20,9,1
123087,494,3,1,1,1
122863,8,3,1,1,1
122415,164,67,20,9,1
122191,251,67,20,9,1
121295,344,67,20,9,1
120399,494,3,1,1,1
120175,335,131,20,9,1
119951,351,137,20,9,1
118607,323,83,1,1,1
118383,298,122,2,1,1
118159,610,122,2,1,1
117487,298,122,2,1,1
116367,356,75,1,1,1
115023,8,3,1,1,1
114127,526,131,20,9,1
113679,323,83,1,1,1
113455,7,3,1,1,1
113231,298,122,2,1,1
113007,146,56,20,9,1
111887,305,83,1,1,1
110767,494,3,1,1,1
110543,11,5,2,1,1
110319,217,67,20,9,1
108751,10,4,2,1,1
108527,217,67,20,9,1
107631,351,137,20,9,1
107183,12,5,2,1,1
106959,217,67,20,9,1
106287,494,3,1,1,1
105839,10,4,2,1,1
104943,305,83,1,1,1
104719,246,101,2,1,1
104495,164,67,20,9,1
103375,8,3,1,1,1
103151,246,101,2,1,1
102479,10,4,2,1,1
102255,298,122,2,1,1
101135,494,3,1,1,1
100911,11,5,2,1,1
100239,217,67,20,9,1
100015,391,67,20,9,1
99343,146,56,20,9,1
98447,546,3,1,1,1
97999,494,3,1,1,1
97551,351,137,20,9,1
97103,546,3,1,1,1
96879,298,122,2,1,1
96655,164,67,20,9,1
95535,610,122,2,1,1
94863,217,67,20,9,1
94415,546,3,1,1,1
94191,246,101,2,1,1
93967,272,10,2,1,1
93743,272,10,2,1,1
93519,217,67,20,9,1
92623,272,10,2,1,1
91279,8,3,1,1,1
91055,526,131,20,9,1
90607,10,4,2,1,1
90383,298,122,2,1,1
90159,246,101,2,1,1
89263,272,10,2,1,1
88815,494,3,1,1,1
88591,526,131,20,9,1
87247,146,56,20,9,1
85679,323,83,1,1,1
84111,526,131,20,9,1
83887,351,137,20,9,1
83663,251,67,20,9,1
83439,251,67,20,9,1
82095,344,67,20,9,1
81647,164,67,20,9,1
81423,251,67,20,9,1
80975,10,4,2,1,1
79183,527,101,2,1,1
78511,323,83,1,1,1
78287,146,56,20,9,1
78063,146,56,20,9,1
77167,298,122,2,1,1
76943,527,101,2,1,1
76719,526,131,20,9,1
76495,217,67,20,9,1
75375,305,83,1,1,1
73583,526,131,20,9,1
73359,351,137,20,9,1
72463,298,122,2,1,1
72239,351,137,20,9,1
71119,546,3,1,1,1
70447,10,4,2,1,1
69551,644,137,20,9,1
68879,610,122,2,1,1
68655,249,103,27,9,1
67983,10,4,2,1,1
67759,272,10,2,1,1
67535,146,56,20,9,1
67311,351,137,20,9,1
66415,610,122,2,1,1
66191,272,10,2,1,1
65967,164,67,20,9,1
65743,391,67,20,9,1
64847,8,3,1,1,1
64623,272,10,2,1,1
64399,351,137,20,9,1
64175,644,137,20,9,1
63951,344,67,20,9,1
63503,249,103,27,9,1
63279,251,67,20,9,1
63055,391,67,20,9,1
62383,546,3,1,1,1
61263,323,83,1,1,1
61039,246,101,2,1,1
59695,164,67,20,9,1
58799,11,5,2,1,1
58575,298,122,2,1,1
58351,251,67,20,9,1
57007,251,67,20,9,1
56559,217,67,20,9,1
54991,272,10,2,1,1
54767,527,101,2,1,1
54543,164,67,20,9,1
53871,249,103,27,9,1
53199,305,83,1,1,1
52975,246,101,2,1,1
52303,527,101,2,1,1
52079,526,131,20,9,1
51855,249,103,27,9,1
50735,494,3,1,1,1
50511,610,122,2,1,1
50287,217,67,20,9,1
49391,298,122,2,1,1
49167,526,131,20,9,1
48943,251,67,20,9,1
47599,217,67,20,9,1
46479,527,101,2,1,1
46255,249,103,27,9,1
45359,246,101,2,1,1
45135,217,67,20,9,1
44911,494,3,1,1,1
44687,11,5,2,1,1
42671,246,101,2,1,1
42447,644,137,20,9,1
42223,251,67,20,9,1
41551,344,67,20,9,1
40655,351,137,20,9,1
38415,13,6,2,1,1
38191,610,122,2,1,1
37967,272,10,2,1,1
37071,323,83,1,1,1
36847,298,122,2,1,1
36399,391,67,20,9,1
34831,305,83,1,1,1
34607,298,122,2,1,1
34383,351,137,20,9,1
32815,8,3,1,1,1
32591,164,67,20,9,1
32143,10,4,2,1,1
31695,10,4,2,1,1
31247,546,3,1,1,1
30799,323,83,1,1,1
30575,351,137,20,9,1
29679,610,122,2,1,1
29007,10,4,2,1,1
28783,246,101,2,1,1
28111,644,137,20,9,1
26319,644,137,20,9,1
25423,251,67,20,9,1
24751,8,3,1,1,1
24527,526,131,20,9,1
23631,249,103,27,9,1
23407,251,67,20,9,1
22735,323,83,1,1,1
22511,298,122,2,1,1
22287,272,10,2,1,1
22063,217,67,20,9,1
21615,644,137,20,9,1
20271,526,131,20,9,1
19151,546,3,1,1,1
18927,13,6,2,1,1
18479,527,101,2,1,1
17359,323,83,1,1,1
16687,546,3,1,1,1
15791,298,122,2,1,1
14671,10,4,2,1,1
14447,272,10,2,1,1
13775,494,3,1,1,1
13551,344,67,20,9,1
12879,251,67,20,9,1
11983,494,3,1,1,1
11759,10,4,2,1,1
11535,610,122,2,1,1
11087,351,137,20,9,1
10415,146,56,20,9,1
8847,8,3,1,1,1
8623,546,3,1,1,1
7727,8,3,1,1,1
6383,272,10,2,1,1
5711,10,4,2,1,1
5487,11,5,2,1,1
3695,298,122,2,1,1
3471,246,101,2,1,1
3247,164,67,20,9,1
1903,351,137,20,9,1
783,546,3,1,1,1
426608,7,3,1,1,1
426384,8,3,1,1,1
408463,8,3,1,1,1
420336,154,60,20,9,1
420112,154,60,20,9,1
419888,154,60,20,9,1
419664,154,60,20,9,1
419440,154,60,20,9,1
419216,154,60,20,9,1
418992,154,60,20,9,1
418768,154,60,20,9,1
418544,154,60,20,9,1
418320,154,60,20,9,1
418096,154,60,20,9,1
417872,154,60,20,9,1
417648,154,60,20,9,1
417424,154,60,20,9,1
417200,154,60,20,9,1
416752,154,60,20,9,1
416528,154,60,20,9,1
416304,164,67,20,9,1
415856,164,67,20,9,1
415632,164,67,20,9,1
414736,164,67,20,9,1
414512,164,67,20,9,1
414288,164,67,20,9,1
414064,164,67,20,9,1
413616,164,67,20,9,1
413392,164,67,20,9,1
413168,164,67,20,9,1
434225,164,67,20,9,1
411824,164,67,20,9,1
411600,164,67,20,9,1
411376,164,67,20,9,1
433329,164,67,20,9,1
410032,164,67,20,9,1
409808,164,67,20,9,1
409584,164,67,20,9,1
409360,164,67,20,9,1
409136,195,67,20,9,1
408912,195,67,20,9,1
408688,195,67,20,9,1
408464,217,67,20,9,1
408240,217,67,20,9,1
408016,217,67,20,9,1
407568,217,67,20,9,1
407344,217,67,20,9,1
407120,217,67,20,9,1
406896,217,67,20,9,1
405104,217,67,20,9,1
404880,217,67,20,9,1
404432,217,67,20,9,1
403760,217,67,20,9,1
402192,217,67,20,9,1
402640,253,104,2,1,1
402416,253,104,2,1,1
421009,253,104,2,1,1
401968,217,67,20,9,1
401744,217,67,20,9,1
401520,217,67,20,9,1
401296,217,67,20,9,1
401072,217,67,20,9,1
400624,217,67,20,9,1
399728,305,83,1,1,1
399056,305,83,1,1,1
398832,217,67,20,9,1
398608,305,83,1,1,1
398384,305,83,1,1,1
398160,305,83,1,1,1
397936,305,83,1,1,1
397488,305,83,1,1,1
384719,305,83,1,1,1
397040,217,67,20,9,1
397264,344,67,20,9,1
384047,344,67,20,9,1
383375,217,67,20,9,1
396592,323,83,1,1,1
396368,323,83,1,1,1
396144,323,83,1,1,1
395920,323,83,1,1,1
395472,323,83,1,1,1
395024,323,83,1,1,1
394576,323,83,1,1,1
394128,323,83,1,1,1
381359,323,83,1,1,1
393680,217,67,20,9,1
393456,217,67,20,9,1
393232,251,67,20,9,1
393008,251,67,20,9,1
392784,251,67,20,9,1
392560,251,67,20,9,1
392336,251,67,20,9,1
392112,251,67,20,9,1
391888,251,67,20,9,1
377999,251,67,20,9,1
388752,246,101,2,1,1
331631,527,101,2,1,1
396817,598,67,20,9,1
380912,494,3,1,1,1
380464,424,101,2,1,1
380240,424,101,2,1,1
379568,494,3,1,1,1
379120,494,3,1,1,1
378672,351,137,20,9,1
378448,351,137,20,9,1
377776,494,3,1,1,1
376432,494,3,1,1,1
376208,424,101,2,1,1
375984,494,3,1,1,1
375760,424,101,2,1,1
375536,351,137,20,9,1
375312,253,104,2,1,1
374416,494,3,1,1,1
374192,424,101,2,1,1
373520,424,101,2,1,1
373296,542,3,1,1,1
373072,494,3,1,1,1
372848,475,67,20,9,1
372176,494,3,1,1,1
371728,424,101,2,1,1
370608,154,60,20,9,1
369712,351,137,20,9,1
369488,542,3,1,1,1
369264,494,3,1,1,1
368592,154,60,20,9,1
368368,253,104,2,1,1
367696,305,83,1,1,1
389873,475,67,20,9,1
384273,424,101,2,1,1
375761,542,3,1,1,1
375313,253,104,2,1,1
342161,424,101,2,1,1
360975,351,137,20,9,1
359183,494,3,1,1,1
283023,154,60,20,9,1
280335,305,83,1,1,1
366800,298,122,2,1,1
366576,298,122,2,1,1
366128,298,122,2,1,1
365904,298,122,2,1,1
365456,298,122,2,1,1
365232,298,122,2,1,1
365008,298,122,2,1,1
364784,298,122,2,1,1
364336,298,122,2,1,1
363888,298,122,2,1,1
362544,402,131,20,9,1
360976,402,131,20,9,1
360080,402,131,20,9,1
358288,402,131,20,9,1
356496,298,122,2,1,1
353584,402,131,20,9,1
352912,402,131,20,9,1
352464,298,122,2,1,1
351568,409,122,2,1,1
350672,409,122,2,1,1
350448,251,67,20,9,1
346417,402,131,20,9,1
373969,409,122,2,1,1
336559,251,67,20,9,1
347536,251,67,20,9,1
347088,251,67,20,9,1
345968,251,67,20,9,1
343728,251,67,20,9,1
343504,164,67,20,9,1
342832,10,4,2,1,1
342608,10,4,2,1,1
340368,402,131,20,9,1
339920,164,67,20,9,1
339472,402,131,20,9,1
339024,10,4,2,1,1
338800,251,67,20,9,1
337680,164,67,20,9,1
328273,409,122,2,1,1
302961,10,4,2,1,1
343953,402,131,20,9,1
321551,164,67,20,9,1
306991,217,67,20,9,1
309231,217,67,20,9,1
6608,251,67,20,9,1
4368,251,67,20,9,1
335664,546,3,1,1,1
335440,546,3,1,1,1
335216,546,3,1,1,1
334768,546,3,1,1,1
333424,164,67,20,9,1
333200,164,67,20,9,1
332752,356,75,1,1,1
331856,356,75,1,1,1
331408,164,67,20,9,1
330960,164,67,20,9,1
330288,546,3,1,1,1
328944,542,3,1,1,1
328720,610,122,2,1,1
328496,164,67,20,9,1
327600,494,3,1,1,1
327152,356,75,1,1,1
326256,546,3,1,1,1
326032,164,67,20,9,1
325136,542,3,1,1,1
324464,298,122,2,1,1
323792,164,67,20,9,1
322000,164,67,20,9,1
321552,356,75,1,1,1
321328,409,122,2,1,1
320656,356,75,1,1,1
320432,164,67,20,9,1
319312,217,67,20,9,1
319088,356,75,1,1,1
318640,610,122,2,1,1
318192,409,122,2,1,1
316400,164,67,20,9,1
315952,356,75,1,1,1
315728,546,3,1,1,1
315504,356,75,1,1,1
315280,164,67,20,9,1
314608,217,67,20,9,1
314160,164,67,20,9,1
313936,542,3,1,1,1
313264,298,122,2,1,1
313040,323,83,1,1,1
312816,494,3,1,1,1
312592,217,67,20,9,1
312368,546,3,1,1,1
311696,409,122,2,1,1
311248,610,122,2,1,1
311024,154,60,20,9,1
310800,494,3,1,1,1
310352,494,3,1,1,1
310128,164,67,20,9,1
309008,154,60,20,9,1
308560,494,3,1,1,1
307888,154,60,20,9,1
307216,494,3,1,1,1
306992,527,101,2,1,1
306768,217,67,20,9,1
306544,356,75,1,1,1
306320,298,122,2,1,1
306096,164,67,20,9,1
305872,164,67,20,9,1
305424,164,67,20,9,1
304528,542,3,1,1,1
304304,217,67,20,9,1
303856,164,67,20,9,1
303408,164,67,20,9,1
303184,298,122,2,1,1
302512,351,137,20,9,1
302288,494,3,1,1,1
301840,164,67,20,9,1
301168,527,101,2,1,1
300048,610,122,2,1,1
299600,217,67,20,9,1
298704,546,3,1,1,1
298032,546,3,1,1,1
297808,546,3,1,1,1
297584,475,67,20,9,1
296912,610,122,2,1,1
296240,542,3,1,1,1
295568,298,122,2,1,1
295344,610,122,2,1,1
295120,164,67,20,9,1
275857,164,67,20,9,1
279889,164,67,20,9,1
257041,164,67,20,9,1
268017,164,67,20,9,1
251889,298,122,2,1,1
245617,298,122,2,1,1
255025,598,67,20,9,1
241137,475,67,20,9,1
90385,164,67,20,9,1
237553,217,67,20,9,1
238225,409,122,2,1,1
44913,164,67,20,9,1
13553,402,131,20,9,1
222321,546,3,1,1,1
34161,356,75,1,1,1
221201,298,122,2,1,1
26545,298,122,2,1,1
20945,402,131,20,9,1
12209,164,67,20,9,1
21617,494,3,1,1,1
5041,546,3,1,1,1
11313,494,3,1,1,1
8625,164,67,20,9,1
5937,154,60,20,9,1
4817,402,131,20,9,1
337,356,75,1,1,1
273839,610,122,2,1,1
266895,305,83,1,1,1
270927,323,83,1,1,1
224559,251,67,20,9,1
44015,164,67,20,9,1
258383,298,122,2,1,1
253455,298,122,2,1,1
243823,154,60,20,9,1
257039,164,67,20,9,1
151759,217,67,20,9,1
256591,494,3,1,1,1
239119,217,67,20,9,1
210671,7,3,1,1,1
230159,164,67,20,9,1
104271,217,67,20,9,1
137647,546,3,1,1,1
127343,546,3,1,1,1
112783,154,60,20,9,1
219855,356,75,1,1,1
123759,610,122,2,1,1
226127,164,67,20,9,1
235983,164,67,20,9,1
122639,164,67,20,9,1
225903,154,60,20,9,1
146831,610,122,2,1,1
228143,409,122,2,1,1
146383,351,137,20,9,1
204847,298,122,2,1,1
148623,164,67,20,9,1
192079,542,3,1,1,1
158927,217,67,20,9,1
152879,356,75,1,1,1
164079,298,122,2,1,1
167215,217,67,20,9,1
170575,217,67,20,9,1
175503,251,67,20,9,1
198127,164,67,20,9,1
184911,298,122,2,1,1
182223,164,67,20,9,1
181999,164,67,20,9,1
188943,542,3,1,1,1
183119,351,137,20,9,1
185807,409,122,2,1,1
192751,217,67,20,9,1
